seed,ate_true,ate_gformula,err_vs_realized,s0_gf,s1_gf,s0_true,s1_true
37,0.13645976266039678,0.12353948091108147,-0.01292028174931531,0.3320274240940254,0.4555669050051069,0.33624878522837715,0.4727085478887739
38,0.15899611728772428,0.18865207373271853,0.029655956444994247,0.3214285714285715,0.51008064516129,0.32517140058765925,0.48416751787538354
39,0.09799999999999986,0.1281460226749745,0.030146022674974626,0.3483365949119373,0.4764826175869118,0.34599999999999964,0.4439999999999995
40,0.1593324339919056,0.16153134455252438,0.002198910560618772,0.301522842639594,0.4630541871921184,0.3090727816550352,0.4684052156469408
41,0.13732161591552583,0.1376717132255329,0.00035009731000706923,0.3281096963761016,0.4657814096016345,0.3095944609297729,0.4469160768452987
42,0.12322861123120593,0.10451241804967265,-0.01871619318153328,0.31963927855711416,0.4241516966067868,0.32716049382716056,0.4503891050583665
43,0.17112927823195573,0.19979677073498553,0.0286674925030298,0.30830039525691705,0.5080971659919026,0.30150753768844235,0.4726368159203981
44,0.13646365076570977,0.11575694168861295,-0.02070670907709682,0.3307839388145315,0.44654088050314444,0.3260869565217393,0.46255060728744907
45,0.15200280568150498,0.16844684468446824,0.016444039002963262,0.34343434343434354,0.5118811881188118,0.31291866028708126,0.46492146596858624
46,0.13661959568525422,0.20217975801805188,0.06556016233279766,0.2795275590551185,0.4817073170731704,0.3135345666991237,0.45015416238437794
47,0.1405050581820948,0.1604778634153074,0.019972805233212598,0.3141993957703928,0.4746772591857002,0.30516898608349907,0.44567404426559387
48,0.1678577679977994,0.17324184905494272,0.005384081057143331,0.3169734151329242,0.49021526418786693,0.3113300492610837,0.4791878172588831
49,0.1352328543523858,0.12889400115025912,-0.006338853202126682,0.3320197044334973,0.46091370558375644,0.34650455927051665,0.48173741362290246
50,0.14313720587132084,0.14515978952866115,0.0020225836573403155,0.31525076765609,0.46041055718475116,0.32385786802030464,0.4669950738916255
51,0.12827751430793066,0.13761596359180805,0.009338449283877392,0.31065989847715725,0.4482758620689653,0.33812949640287737,0.46640701071080803
52,0.13343817117979606,0.11701390035328618,-0.01642427082650988,0.35483870967741976,0.47185261003070594,0.3395485770363102,0.47298674821610626
53,0.15911891312348975,0.11889075377639724,-0.04022815934709251,0.32822966507177037,0.4471204188481676,0.3003952569169961,0.45951417004048584
54,0.14250869126387727,0.1499198717948717,0.007411180530994432,0.3240384615384617,0.4739583333333334,0.29668049792531165,0.4391891891891889
55,0.06995721763589724,0.15037926903057003,0.08042205139467279,0.3131524008350731,0.46353166986564315,0.34611602753195664,0.4160732451678539
56,0.1270308123249302,0.1422436961920402,0.015212883867110005,0.3281733746130033,0.47041707080504347,0.3357142857142859,0.4627450980392161
57,0.14890766828171192,0.12005728824950868,-0.02885038003220325,0.354251012145749,0.4743083003952577,0.32810969637610216,0.4770173646578141
58,0.11726168848263147,0.1653627898462654,0.048101101363633936,0.3184130213631739,0.4837758112094393,0.33268671193016497,0.44994840041279643
59,0.1354421599156791,0.14945606225693336,0.01401390234125427,0.32649071358748794,0.4759467758444213,0.31037827352085307,0.44582043343653216
60,0.1671492245035262,0.12375137623861465,-0.043397848264911554,0.3422680412371138,0.46601941747572845,0.2862669245647967,0.4534161490683229
61,0.177,0.17019318583070497,-0.006806814169295017,0.3323500491642085,0.5025432349949135,0.31599999999999967,0.49299999999999966
62,0.13609443777510954,0.15068953514888905,0.014595097373779509,0.3286004056795131,0.47928994082840215,0.3343137254901968,0.4704081632653063
63,0.14163127468147202,0.14750764599445965,0.005876371312987627,0.3103112840466928,0.4578189300411524,0.3239719157472417,0.46560319042871373
64,0.156449930441584,0.15480990783410176,-0.00164002260748225,0.309475806451613,0.46428571428571475,0.3104145601617793,0.4668644906033633
65,0.17529324222688136,0.16719401898468345,-0.008099223242197917,0.3169014084507045,0.48409542743538797,0.31680161943319834,0.4920948616600797
66,0.15418246691947035,0.13919484257595216,-0.014987624343518191,0.3306370070778566,0.46983184965380875,0.32071713147410386,0.4748995983935742
67,0.14909838557416932,0.11595672751859393,-0.033141658055575396,0.33333333333333326,0.4492900608519272,0.3127490039840639,0.46184738955823323
68,0.1490776200846035,0.1445848202141105,-0.004492799870493003,0.3270750988142295,0.47165991902834004,0.3243523316062176,0.47342995169082114
69,0.15400000000000014,0.1670648593919456,0.01306485939194546,0.30430528375733895,0.47137014314928455,0.3119999999999995,0.46599999999999964
70,0.1430286153255227,0.16747967479674847,0.024451059471225778,0.3258536585365851,0.49333333333333357,0.33562992125984314,0.47865853658536583
71,0.17499999999999993,0.1396695407482232,-0.03533045925177675,0.2924528301886793,0.4321223709369025,0.3139999999999996,0.48899999999999955
72,0.16201459223347547,0.15322950824590453,-0.00878508398757094,0.2969215491559083,0.4501510574018128,0.29581673306772943,0.4578313253012049
73,0.1312555276753949,0.16194280146962475,0.030687273794229863,0.27365208545269576,0.4355948869223205,0.31492842535787324,0.44618395303326813
74,0.13602545153936768,0.1428485637073364,0.0068231121679687146,0.31443298969072186,0.45728155339805826,0.3100478468899521,0.44607329842931975
75,0.14438716700819676,0.1399999999999998,-0.004387167008196968,0.33199999999999985,0.47199999999999964,0.31557377049180324,0.4599609375
76,0.12650250601002339,0.12246300618572764,-0.004039499824295745,0.3545543584720862,0.47701736465781386,0.31237524950099815,0.43887775551102154
77,0.14833337500937704,0.14861404519557025,0.0002806701861932104,0.2815040650406506,0.4301181102362209,0.3147208121827412,0.46305418719211827
78,0.11951746161285487,0.1820796876187728,0.06256222600591793,0.33468559837728196,0.5167652859960548,0.3273986152324435,0.4469160768452984
79,0.11247644990579964,0.17093352985469218,0.05845707994889254,0.2886100386100388,0.459543568464731,0.32464929859719444,0.43712574850299407
80,0.13823114756724775,0.13068876905425658,-0.007542378512991166,0.33726647000983295,0.46795523906408953,0.33687258687258675,0.4751037344398345
81,0.1289999999999999,0.1514547405165647,0.02245474051656482,0.30739299610894993,0.45884773662551465,0.31099999999999967,0.43999999999999956
82,0.14191207148581547,0.15051072231656892,0.008598650830753451,0.3412127440904418,0.4917234664070107,0.34017595307917925,0.4820880245649947
83,0.1700970097009698,0.13618747310010215,-0.03390953660086765,0.32828760643330174,0.4644750795334039,0.31010101010101004,0.48019801980197985
84,0.13393528668128207,0.12605100889848397,-0.0078842777827981,0.33264675592173004,0.458697764820214,0.3107287449392712,0.4446640316205533
85,0.14694904860654695,0.1300175314200448,-0.016931517186502154,0.3229061553985872,0.452923686818632,0.3199214916584888,0.46687054026503577
86,0.13972908889921382,0.1122471122471122,-0.027481976652101614,0.3203203203203204,0.4325674325674326,0.32915057915057927,0.4688796680497931
87,0.12938639266748092,0.16956751766963762,0.0401811250021567,0.30464886251236434,0.47421638018200196,0.33570701932858593,0.46509341199606685
88,0.11962122545646525,0.1734293717486992,0.05380814629223396,0.2990196078431376,0.4724489795918368,0.3309716599190285,0.45059288537549375
89,0.14429445962961568,0.19249073241659231,0.048196272786976635,0.32196589769307915,0.5144566301096715,0.3235591506572295,0.4678536102868452
90,0.14806928790983592,0.14262208997024345,-0.005447197939592474,0.282758620689655,0.42538071065989846,0.3232421875,0.4713114754098359
91,0.1244820338304477,0.12177996256648643,-0.00270207126396127,0.3659531090723752,0.48773307163886165,0.3291262135922331,0.4536082474226808
92,0.07269429077716283,0.1709196660132843,0.09822537523612146,0.3049713193116635,0.4758909853249478,0.3872255489021957,0.4599198396793585
93,0.13839994228826974,0.12469235109793164,-0.013707591190338098,0.3170254403131115,0.4417177914110431,0.31034482758620713,0.44874476987447687
94,0.11624618486265548,0.1942376950780314,0.07799151021537593,0.2969387755102045,0.4911764705882359,0.33802816901408433,0.4542743538767398
95,0.15959880309657282,0.1478862178220599,-0.01171258527451291,0.32810969637610193,0.47599591419816184,0.30506721820062,0.4646660212971928
96,0.15156680110108095,0.13474240951226413,-0.016824391588816823,0.3346855983772819,0.46942800788954603,0.31692913385826804,0.468495934959349
97,0.1598342293906817,0.15311379928315394,-0.006720430107527764,0.30555555555555575,0.4586693548387097,0.3054435483870964,0.4652777777777781
98,0.15136731544516852,0.15049060953244164,-0.0008767059127268717,0.3049853372434023,0.45547594677584397,0.3046488625123645,0.456016177957533
99,0.18315888867550117,0.1749901714518941,-0.00816871722360707,0.2806673209028462,0.4556574923547403,0.2784552845528458,0.46161417322834697
